ID,label
_JCSG-282913.SQ215528_,0
_JCSG-283095.SQ42030_,0
_JCSG-283132.SQ42051_,0
_JCSG-283188.SQ42092_,0
_JCSG-283213.SQ42104_,0
_JCSG-283231.SQ42120_,0
_JCSG-283283.SQ42151_,0
_JCSG-283452.SQ42264_,0
_JCSG-283552.SQ42319_,0
_JCSG-283559.SQ42322_,0
_JCSG-283632.SQ42362_,0
_JCSG-283651.SQ42379_,0
_JCSG-283660.SQ42386_,0
_JCSG-354038.SQ21544_,0
_JCSG-354085.SQ216372_,0
_JCSG-354199.SQ87067_,0
_JCSG-354208.SQ216438_,0
_JCSG-354275.SQ216483_,0
_JCSG-354478.SQ95638_,0
_JCSG-354519.SQ216642_,0
_JCSG-354586.SQ216692_,0
_JCSG-354618.SQ216716_,0
_JCSG-354627.SQ216723_,0
_JCSG-354638.SQ216731_,0
_JCSG-354649.SQ112560_,0
_JCSG-354652.SQ216741_,0
_JCSG-354677.SQ216761_,0
_JCSG-354679.SQ216763_,0
_JCSG-354699.SQ216780_,0
_JCSG-354764.SQ216828_,0
_JCSG-354794.SQ5742_,0
_JCSG-354804.SQ216860_,0
_JCSG-354810.SQ216866_,0
_JCSG-354838.SQ216891_,0
_JCSG-354847.SQ216900_,0
_JCSG-354878.SQ216925_,0
_JCSG-354889.SQ5840_,0
_JCSG-354896.SQ216941_,0
_JCSG-354918.SQ216957_,0
_JCSG-354925.SQ132653_,0
_JCSG-354942.SQ216972_,0
_JCSG-354954.SQ214065_,0
_JCSG-355005.SQ217011_,0
_JCSG-355023.SQ217023_,0
_JCSG-355796.SQ217301_,0
_JCSG-356574.SQ39240_,0
_JCSG-356754.SQ217686_,0
_JCSG-356791.SQ217702_,0
_JCSG-356819.SQ217710_,0
_JCSG-356840.SQ30111_,0
_JCSG-356876.SQ65810_,0
_JCSG-356986.SQ217744_,0
_JCSG-356987.SQ36005_,0
_JCSG-357060.SQ217765_,0
_JCSG-357097.SQ217774_,0
_JCSG-357206.SQ217785_,0
_JCSG-357251.SQ30622_,0
_JCSG-357269.SQ31068_,0
_JCSG-357275.SQ31223_,0
_JCSG-357423.SQ217815_,0
_JCSG-357425.SQ217816_,0
_JCSG-357433.SQ217818_,0
_JCSG-357489.SQ217838_,0
_JCSG-357803.SQ217867_,0
_JCSG-357808.SQ217870_,0
_JCSG-357838.SQ108330_,0
_JCSG-357843.SQ217876_,0
_JCSG-357880.SQ30203_,0
_JCSG-357907.SQ25100_,0
_JCSG-357919.SQ25206_,0
_JCSG-358016.SQ217925_,0
_JCSG-358324.SQ93845_,0
_JCSG-358588.SQ218031_,0
_JCSG-358599.SQ218032_,0
_JCSG-358625.SQ218035_,0
_JCSG-358655.SQ218040_,0
_JCSG-358680.SQ218042_,0
_JCSG-358723.SQ76537_,0
_JCSG-358856.SQ12378_,0
_JCSG-358870.SQ218068_,0
_JCSG-358920.SQ218078_,0
_JCSG-358924.SQ218080_,0
_JCSG-358930.SQ218082_,0
_JCSG-358932.SQ145722_,0
_JCSG-359006.SQ218090_,0
_JCSG-359030.SQ218103_,0
_JCSG-359051.SQ218112_,0
_JCSG-359059.SQ159182_,0
_JCSG-359094.SQ218139_,0
_JCSG-359223.SQ218185_,0
_JCSG-359227.SQ218188_,0
_JCSG-359231.SQ218192_,0
_JCSG-359235.SQ89701_,0
_JCSG-359283.SQ30638_,0
_JCSG-359367.SQ78101_,0
_JCSG-359378.SQ113492_,0
_JCSG-359384.SQ218243_,0
_JCSG-359403.SQ218254_,0
_JCSG-359529.SQ23815_,0
_JCSG-359595.SQ25703_,0
_JCSG-359625.SQ218330_,0
_JCSG-359671.SQ218350_,0
_JCSG-359677.SQ127234_,0
_JCSG-359711.SQ218370_,0
_JCSG-359713.SQ218372_,0
_JCSG-359715.SQ218374_,0
_JCSG-360690.SQ218634_,0
_JCSG-360700.SQ218644_,0
_JCSG-360723.SQ218667_,0
_JCSG-360803.SQ218740_,0
_JCSG-360863.SQ218795_,0
_JCSG-360871.SQ218803_,0
_JCSG-360928.SQ218854_,0
_JCSG-360950.SQ218876_,0
_JCSG-360995.SQ218920_,0
_JCSG-361097.SQ219022_,0
_JCSG-361137.SQ219061_,0
_JCSG-361159.SQ219083_,0
_JCSG-361163.SQ219087_,0
_JCSG-361289.SQ219169_,0
_JCSG-362350.SQ220153_,0
_JCSG-362911.SQ220713_,0
_JCSG-365918.SQ221446_,0
_JCSG-366092.SQ221511_,0
_JCSG-366240.SQ221566_,0
_JCSG-366266.SQ221570_,0
_JCSG-366368.SQ221612_,0
_JCSG-366374.SQ221613_,0
_JCSG-366389.SQ221622_,0
_JCSG-366466.SQ221681_,0
_JCSG-366470.SQ221684_,0
_JCSG-366490.SQ221692_,0
_JCSG-366504.SQ221699_,0
_JCSG-366572.SQ221750_,0
_JCSG-366595.SQ221768_,0
_JCSG-366804.SQ221970_,0
_JCSG-366857.SQ43723_,0
_JCSG-366865.SQ222009_,0
_JCSG-366887.SQ222024_,0
_JCSG-366937.SQ222055_,0
_JCSG-366966.SQ222071_,0
_JCSG-367029.SQ222108_,0
_JCSG-367104.SQ222142_,0
_JCSG-367105.SQ66024_,0
_JCSG-367173.SQ222186_,0
_JCSG-367239.SQ222213_,0
_JCSG-367279.SQ222233_,0
_JCSG-367305.SQ222250_,0
_JCSG-367405.SQ222287_,0
_JCSG-367514.SQ222370_,0
_JCSG-367515.SQ222371_,0
_JCSG-367594.SQ222420_,0
_JCSG-367596.SQ222422_,0
_JCSG-367597.SQ222423_,0
_JCSG-367622.SQ222442_,0
_JCSG-367624.SQ222443_,0
_JCSG-367707.SQ222493_,0
_JCSG-367751.SQ67854_,0
_JCSG-367752.SQ67859_,0
_JCSG-367753.SQ67861_,0
_JCSG-367760.SQ222523_,0
_JCSG-367856.SQ222558_,0
_JCSG-367860.SQ222561_,0
_JCSG-367861.SQ222562_,0
_JCSG-367883.SQ66735_,0
_JCSG-367924.SQ222599_,0
_JCSG-367925.SQ222600_,0
_JCSG-367991.SQ222644_,0
_JCSG-368024.SQ222663_,0
_JCSG-368032.SQ222671_,0
_JCSG-368071.SQ222700_,0
_JCSG-368127.SQ222730_,0
_JCSG-368234.SQ222794_,0
_JCSG-368281.SQ222834_,0
_JCSG-368350.SQ125014_,0
_JCSG-368582.SQ222973_,0
_JCSG-368758.SQ223051_,0
_JCSG-368759.SQ223052_,0
_JCSG-368847.SQ223093_,0
_JCSG-368903.SQ223121_,0
_JCSG-368924.SQ223132_,0
_JCSG-369015.SQ223173_,0
_JCSG-369055.SQ223193_,0
_JCSG-369144.SQ223240_,0
_JCSG-369290.SQ223314_,0
_JCSG-369304.SQ223319_,0
_JCSG-369347.SQ114911_,0
_JCSG-369389.SQ223363_,0
_JCSG-369420.SQ223376_,0
_JCSG-369481.SQ6374_,0
_JCSG-369540.SQ223420_,0
_JCSG-369543.SQ223422_,0
_JCSG-369568.SQ223431_,0
_JCSG-369572.SQ223434_,0
_JCSG-369696.SQ223478_,0
_JCSG-369752.SQ223502_,0
_JCSG-370001.SQ223607_,0
_JCSG-370027.SQ223621_,0
_JCSG-370048.SQ223630_,0
_JCSG-370105.SQ223649_,0
_JCSG-370108.SQ223650_,0
_JCSG-370165.SQ223680_,0
_JCSG-370264.SQ223730_,0
_JCSG-370266.SQ223731_,0
_JCSG-370270.SQ223732_,0
_JCSG-370300.SQ223750_,0
_JCSG-370311.SQ223757_,0
_JCSG-370319.SQ223762_,0
_JCSG-370364.SQ223784_,0
_JCSG-370442.SQ223818_,0
_JCSG-370447.SQ223822_,0
_JCSG-370488.SQ223845_,0
_JCSG-370506.SQ223860_,0
_JCSG-370515.SQ223867_,0
_JCSG-370532.SQ223878_,0
_JCSG-370535.SQ223881_,0
_JCSG-370664.SQ219051_,0
_JCSG-370904.SQ223965_,0
_JCSG-371235.SQ33454_,0
_JCSG-371349.SQ224116_,0
_JCSG-371459.SQ224161_,0
_JCSG-371484.SQ224170_,0
_JCSG-371683.SQ224265_,0
_JCSG-371774.SQ224319_,0
_JCSG-371776.SQ224321_,0
_JCSG-371785.SQ224327_,0
_JCSG-371787.SQ224328_,0
_JCSG-371815.SQ224351_,0
_JCSG-371918.SQ224454_,0
_JCSG-371982.SQ224513_,0
_JCSG-372108.SQ224622_,0
_JCSG-372348.SQ224745_,0
_JCSG-372531.SQ224837_,0
_JCSG-372658.SQ224902_,0
_JCSG-372717.SQ224927_,0
_JCSG-372825.SQ224981_,0
_JCSG-373019.SQ218232_,0
_JCSG-373220.SQ225080_,0
_JCSG-373273.SQ225113_,0
_JCSG-373282.SQ225117_,0
_JCSG-373289.SQ225120_,0
_JCSG-373295.SQ225121_,0
_JCSG-373307.SQ131503_,0
_JCSG-373315.SQ225133_,0
_JCSG-373342.SQ225151_,0
_JCSG-373375.SQ225162_,0
_JCSG-373394.SQ225176_,0
_JCSG-373408.SQ225184_,0
_JCSG-373422.SQ225193_,0
_JCSG-373428.SQ225199_,0
_JCSG-373447.SQ225205_,0
_JCSG-373459.SQ225211_,0
_JCSG-373480.SQ225221_,0
_JCSG-373505.SQ225233_,0
_JCSG-373604.SQ52733_,0
_JCSG-373605.SQ225285_,0
_JCSG-373632.SQ225301_,0
_JCSG-373635.SQ225304_,0
_JCSG-373685.SQ225332_,0
_JCSG-373697.SQ225341_,0
_JCSG-373737.SQ225361_,0
_JCSG-373753.SQ225370_,0
_JCSG-373790.SQ225396_,0
_JCSG-373854.SQ66218_,0
_JCSG-374174.SQ225471_,0
_JCSG-374192.SQ225482_,0
_JCSG-374247.SQ225514_,0
_JCSG-374274.SQ225528_,0
_JCSG-374531.SQ225662_,0
_JCSG-374602.SQ225702_,0
_JCSG-374844.SQ225830_,0
_JCSG-374995.SQ225280_,0
_JCSG-374996.SQ225190_,0
_JCSG-375204.SQ226060_,0
_JCSG-375350.SQ226110_,0
_JCSG-375412.SQ133512_,0
_JCSG-375570.SQ226210_,0
_JCSG-375884.SQ49230_,0
_JCSG-375892.SQ66847_,0
_JCSG-375940.SQ226414_,0
_JCSG-376289.SQ55113_,0
_JCSG-376304.SQ226621_,0
_JCSG-376352.SQ226653_,0
_JCSG-376364.SQ226663_,0
_JCSG-376399.SQ226687_,0
_JCSG-376519.SQ226399_,0
_JCSG-376528.SQ226774_,0
_JCSG-376537.SQ226782_,0
_JCSG-376542.SQ226787_,0
_JCSG-376547.SQ226792_,0
_JCSG-376558.SQ226802_,0
_JCSG-376563.SQ226807_,0
_JCSG-376570.SQ226814_,0
_JCSG-376573.SQ226816_,0
_JCSG-376583.SQ226826_,0
_JCSG-376587.SQ226830_,0
_JCSG-376595.SQ226838_,0
_JCSG-376604.SQ226847_,0
_JCSG-376606.SQ226848_,0
_JCSG-376610.SQ226852_,0
_JCSG-376635.SQ226710_,0
_JCSG-377377.SQ226923_,0
_JCSG-377402.SQ54662_,0
_JCSG-377450.SQ226957_,0
_JCSG-377681.SQ227091_,0
_JCSG-377754.SQ227132_,0
_JCSG-377992.SQ227293_,0
_JCSG-377998.SQ227295_,0
_JCSG-378025.SQ227314_,0
_JCSG-378082.SQ227350_,0
_JCSG-378130.SQ227384_,0
_JCSG-378171.SQ227416_,0
_JCSG-378254.SQ227482_,0
_JCSG-378267.SQ227492_,0
_JCSG-378343.SQ227544_,0
_JCSG-378346.SQ120385_,0
_JCSG-378352.SQ227551_,0
_JCSG-378355.SQ227554_,0
_JCSG-378368.SQ227567_,0
_JCSG-378403.SQ227601_,0
_JCSG-378415.SQ227613_,0
_JCSG-378417.SQ227615_,0
_JCSG-378419.SQ227617_,0
_JCSG-378425.SQ227623_,0
_JCSG-378673.SQ227766_,0
_JCSG-378681.SQ86365_,0
_JCSG-378759.SQ227822_,0
_JCSG-379094.SQ228022_,0
_JCSG-379184.SQ228092_,0
_JCSG-379202.SQ228102_,0
_JCSG-379346.SQ228188_,0
_JCSG-379439.SQ228251_,0
_JCSG-379445.SQ228256_,0
_JCSG-379500.SQ228281_,0
_JCSG-379537.SQ228305_,0
_JCSG-379792.SQ228457_,0
_JCSG-379984.SQ228591_,0
_JCSG-379990.SQ228593_,0
_JCSG-380062.SQ228649_,0
_JCSG-380065.SQ228652_,0
_JCSG-380661.SQ229013_,0
_JCSG-380853.SQ229132_,0
_JCSG-380973.SQ229209_,0
_JCSG-380993.SQ229224_,0
_JCSG-381003.SQ229233_,0
_JCSG-381016.SQ229240_,0
_JCSG-381038.SQ229250_,0
_JCSG-381101.SQ229294_,0
_JCSG-381151.SQ229325_,0
_JCSG-381244.SQ229376_,0
_JCSG-381326.SQ229427_,0
_JCSG-381393.SQ229471_,0
_JCSG-381619.SQ229610_,0
_JCSG-381686.SQ229663_,0
_JCSG-381861.SQ222031_,0
_JCSG-382074.SQ229841_,0
_JCSG-382449.SQ229993_,0
_JCSG-382451.SQ229994_,0
_JCSG-382652.SQ230094_,0
_JCSG-382781.SQ230170_,0
_JCSG-382794.SQ117250_,0
_JCSG-383063.SQ51242_,0
_JCSG-383083.SQ230332_,0
_JCSG-383216.SQ38306_,0
_JCSG-383283.SQ230440_,0
_JCSG-383315.SQ31669_,0
_JCSG-383324.SQ230460_,0
_JCSG-383653.SQ93057_,0
_JCSG-383713.SQ95560_,0
_JCSG-383909.SQ62591_,0
_JCSG-383930.SQ65926_,0
_JCSG-383931.SQ230875_,0
_JCSG-383952.SQ230892_,0
_JCSG-385462.SQ230911_,0
_JCSG-385491.SQ230914_,0
_JCSG-385622.SQ230951_,0
_JCSG-385624.SQ230952_,0
_JCSG-385657.SQ230967_,0
_JCSG-385670.SQ230971_,0
_JCSG-385671.SQ230972_,0
_JCSG-385674.SQ230974_,0
_JCSG-385686.SQ230978_,0
_JCSG-385744.SQ231002_,0
_JCSG-385757.SQ231010_,0
_JCSG-385800.SQ231028_,0
_JCSG-385822.SQ231042_,0
_JCSG-385835.SQ231047_,0
_JCSG-385873.SQ231061_,0
_JCSG-385923.SQ231083_,0
_JCSG-385960.SQ231101_,0
_JCSG-385982.SQ231109_,0
_JCSG-385997.SQ231115_,0
_JCSG-386000.SQ231117_,0
_JCSG-386031.SQ231132_,0
_JCSG-386033.SQ231133_,0
_JCSG-386091.SQ231163_,0
_JCSG-386199.SQ231174_,0
_JCSG-386265.SQ231202_,0
_JCSG-386268.SQ231204_,0
_JCSG-386350.SQ231242_,0
_JCSG-386361.SQ231244_,0
_JCSG-386442.SQ231274_,0
_JCSG-386528.SQ231301_,0
_JCSG-386565.SQ231314_,0
_JCSG-386605.SQ231324_,0
_JCSG-386698.SQ231356_,0
_JCSG-386812.SQ231389_,0
_JCSG-386826.SQ231394_,0
_JCSG-387061.SQ231500_,0
_JCSG-388026.SQ43857_,0
_JCSG-388276.SQ231740_,0
_JCSG-388286.SQ231748_,0
_JCSG-388566.SQ231881_,0
_JCSG-388675.SQ231961_,0
_JCSG-388686.SQ231970_,0
_JCSG-388716.SQ231988_,0
_JCSG-388877.SQ232072_,0
_JCSG-388923.SQ66159_,0
_JCSG-388942.SQ232105_,0
_JCSG-389227.SQ232234_,0
_JCSG-389474.SQ117873_,0
_JCSG-389589.SQ232398_,0
_JCSG-389717.SQ232468_,0
_JCSG-389756.SQ232484_,0
_JCSG-389773.SQ76090_,0
_JCSG-389957.SQ232593_,0
_JCSG-389973.SQ232609_,0
_JCSG-389975.SQ232611_,0
_JCSG-389983.SQ232619_,0
_JCSG-390005.SQ232641_,0
_JCSG-390014.SQ232650_,0
_JCSG-390015.SQ232651_,0
_JCSG-390016.SQ232652_,0
_JCSG-390017.SQ232653_,0
_JCSG-390024.SQ232660_,0
_JCSG-390028.SQ232664_,0
_JCSG-390055.SQ232691_,0
_JCSG-390091.SQ232727_,0
_JCSG-390094.SQ232730_,0
_JCSG-390112.SQ232748_,0
_JCSG-390114.SQ232750_,0
_JCSG-390133.SQ232769_,0
_JCSG-390136.SQ232772_,0
_JCSG-390178.SQ232814_,0
_JCSG-390218.SQ232854_,0
_JCSG-390219.SQ232855_,0
_JCSG-390292.SQ232914_,0
_JCSG-390293.SQ232915_,0
_JCSG-390298.SQ232920_,0
_JCSG-390325.SQ232944_,0
_JCSG-390327.SQ232946_,0
_JCSG-390337.SQ232956_,0
_JCSG-390338.SQ232957_,0
_JCSG-390344.SQ232963_,0
_JCSG-390353.SQ232972_,0
_JCSG-390361.SQ232980_,0
_JCSG-390364.SQ232983_,0
_JCSG-390383.SQ232997_,0
_JCSG-390396.SQ233010_,0
_JCSG-390416.SQ233019_,0
_JCSG-390448.SQ233044_,0
_JCSG-390478.SQ233063_,0
_JCSG-390514.SQ233090_,0
_JCSG-390565.SQ233121_,0
_JCSG-390742.SQ233220_,0
_JCSG-390828.SQ30543_,0
_JCSG-390848.SQ233298_,0
_JCSG-390972.SQ233374_,0
_JCSG-391048.SQ233421_,0
_JCSG-391172.SQ233481_,0
_JCSG-391245.SQ233543_,0
_JCSG-391486.SQ233654_,0
_JCSG-391584.SQ233700_,0
_JCSG-391645.SQ233738_,0
_JCSG-391837.SQ233864_,0
_JCSG-392011.SQ31028_,0
_JCSG-392013.SQ233966_,0
_JCSG-392024.SQ233974_,0
_JCSG-392101.SQ234023_,0
_JCSG-392138.SQ234042_,0
_JCSG-392213.SQ234090_,0
_JCSG-392317.SQ234151_,0
_JCSG-392323.SQ234157_,0
_JCSG-392368.SQ234181_,0
_JCSG-392369.SQ234182_,0
_JCSG-392492.SQ234261_,0
_JCSG-392532.SQ234286_,0
_JCSG-392536.SQ234290_,0
_JCSG-392605.SQ234330_,0
_JCSG-392640.SQ234352_,0
_JCSG-392701.SQ234391_,0
_JCSG-392702.SQ234392_,0
_JCSG-392752.SQ234424_,0
_JCSG-392795.SQ234450_,0
_JCSG-392805.SQ20989_,0
_JCSG-392908.SQ234530_,0
_JCSG-392964.SQ234563_,0
_JCSG-392986.SQ234585_,0
_JCSG-392989.SQ234588_,0
_JCSG-393006.SQ234606_,0
_JCSG-393014.SQ234614_,0
_JCSG-393028.SQ234628_,0
_JCSG-393039.SQ234639_,0
_JCSG-393064.SQ234664_,0
_JCSG-393073.SQ234673_,0
_JCSG-393078.SQ225976_,0
_JCSG-393093.SQ234684_,0
_JCSG-393103.SQ234694_,0
_JCSG-393109.SQ234700_,0
_JCSG-393113.SQ234704_,0
_JCSG-393134.SQ234725_,0
_JCSG-393137.SQ234728_,0
_JCSG-393145.SQ234736_,0
_JCSG-393169.SQ234760_,0
_JCSG-393174.SQ234765_,0
_JCSG-393189.SQ234780_,0
_JCSG-393195.SQ234786_,0
_JCSG-393198.SQ234789_,0
_JCSG-393199.SQ234790_,0
_JCSG-393221.SQ234812_,0
_JCSG-393225.SQ234816_,0
_JCSG-393236.SQ234827_,0
_JCSG-393252.SQ234843_,0
_JCSG-393257.SQ234848_,0
_JCSG-393269.SQ234860_,0
_JCSG-394119.SQ234977_,0
_JCSG-394313.SQ235112_,0
_JCSG-394317.SQ235115_,0
_JCSG-394408.SQ151830_,0
_JCSG-394416.SQ235189_,0
_JCSG-394450.SQ235213_,0
_JCSG-394456.SQ235217_,0
_JCSG-394471.SQ235229_,0
_JCSG-394499.SQ235248_,0
_JCSG-394577.SQ62690_,0
_JCSG-394594.SQ235310_,0
_JCSG-394601.SQ235316_,0
_JCSG-394620.SQ235331_,0
_JCSG-394700.SQ235390_,0
_JCSG-394702.SQ235392_,0
_JCSG-394751.SQ235441_,0
_JCSG-394772.SQ235462_,0
_JCSG-394827.SQ235517_,0
_JCSG-394874.SQ227584_,0
_JCSG-396148.SQ235533_,0
_JCSG-396169.SQ235548_,0
_JCSG-396229.SQ235603_,0
_JCSG-396235.SQ235609_,0
_JCSG-396250.SQ235620_,0
_JCSG-396320.SQ235684_,0
_JCSG-396386.SQ235732_,0
_JCSG-396499.SQ235833_,0
_JCSG-396521.SQ235850_,0
_JCSG-396553.SQ235878_,0
_JCSG-396644.SQ235960_,0
_JCSG-396726.SQ236023_,0
_JCSG-396737.SQ236032_,0
_JCSG-396757.SQ236051_,0
_JCSG-396760.SQ236054_,0
_JCSG-396845.SQ236121_,0
_JCSG-396871.SQ236144_,0
_JCSG-396883.SQ236153_,0
_JCSG-396927.SQ234626_,0
_JCSG-396990.SQ236241_,0
_JCSG-397052.SQ236262_,0
_JCSG-397700.SQ236570_,0
_JCSG-397779.SQ236617_,0
_JCSG-398034.SQ236746_,0
_JCSG-398048.SQ236756_,0
_JCSG-398152.SQ21886_,0
_JCSG-398589.SQ237072_,0
_JCSG-398714.SQ237146_,0
_JCSG-398730.SQ237154_,0
_JCSG-398767.SQ237176_,0
_JCSG-398845.SQ237209_,0
_JCSG-398889.SQ237229_,0
_JCSG-398929.SQ33431_,0
_JCSG-398999.SQ237293_,0
_JCSG-399010.SQ237299_,0
_JCSG-399027.SQ237309_,0
_JCSG-399036.SQ237316_,0
_JCSG-399041.SQ237320_,0
_JCSG-399055.SQ237332_,0
_JCSG-399089.SQ237350_,0
_JCSG-399162.SQ237383_,0
_JCSG-399226.SQ237417_,0
_JCSG-399317.SQ237465_,0
_JCSG-399318.SQ237466_,0
_JCSG-399351.SQ237485_,0
_JCSG-399438.SQ237534_,0
_JCSG-399462.SQ237551_,0
_JCSG-399536.SQ76296_,0
_JCSG-399829.SQ112562_,0
_JCSG-399926.SQ237822_,0
_JCSG-400029.SQ104088_,0
_JCSG-400116.SQ237943_,0
_JCSG-400383.SQ98211_,0
_JCSG-400427.SQ6346_,0
_JCSG-400578.SQ153324_,0
_JCSG-400974.SQ238320_,0
_JCSG-401122.SQ238382_,0
_JCSG-401282.SQ238412_,0
_JCSG-401399.SQ238470_,0
_JCSG-401485.SQ238519_,0
_JCSG-401545.SQ238549_,0
_JCSG-401546.SQ238550_,0
_JCSG-401889.SQ238596_,0
_JCSG-402122.SQ238732_,0
_JCSG-402198.SQ238804_,0
_JCSG-402207.SQ238813_,0
_JCSG-402287.SQ238887_,0
_JCSG-402329.SQ238925_,0
_JCSG-402352.SQ238946_,0
_JCSG-402521.SQ239021_,0
_JCSG-402555.SQ239042_,0
_JCSG-402576.SQ239056_,0
_JCSG-402610.SQ239073_,0
_JCSG-402613.SQ239075_,0
_JCSG-402678.SQ76501_,0
_JCSG-402754.SQ239158_,0
_JCSG-402863.SQ239247_,0
_JCSG-402894.SQ239267_,0
_JCSG-402954.SQ239310_,0
_JCSG-403054.SQ239383_,0
_JCSG-403062.SQ239391_,0
_JCSG-403063.SQ239392_,0
_JCSG-403121.SQ239440_,0
_JCSG-403162.SQ239470_,0
_JCSG-403178.SQ239484_,0
_JCSG-403180.SQ239486_,0
_JCSG-403203.SQ239508_,0
